Matchup,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF
"DEC 15, 2014 - ORL @ TOR",L,240,82,36,74,48.6,4,15,26.7,6,8,75,6,30,36,13,5,7,19,19
"DEC 13, 2014 - ORL vs. ATL",W,240,100,37,74,50,10,21,47.6,16,21,76.2,7,29,36,26,6,6,15,15
"DEC 12, 2014 - ORL @ ATL",L,240,81,30,77,39,9,26,34.6,12,16,75,9,37,46,14,3,4,18,27
"DEC 10, 2014 - ORL vs. WAS",L,240,89,38,84,45.2,7,15,46.7,6,9,66.7,8,31,39,13,7,7,8,12
"DEC 06, 2014 - ORL @ SAC",W,240,105,42,83,50.6,9,26,34.6,12,14,85.7,10,30,40,26,4,5,10,25
"DEC 05, 2014 - ORL @ UTA",W,240,98,37,74,50,7,17,41.2,17,20,85,9,29,38,15,6,3,8,20
"DEC 03, 2014 - ORL @ LAC",L,240,86,33,79,41.8,7,20,35,13,25,52,6,28,34,21,11,2,16,24
"DEC 02, 2014 - ORL @ GSW",L,240,97,39,87,44.8,6,17,35.3,13,14,92.9,8,32,40,19,11,3,11,17
"NOV 30, 2014 - ORL @ PHX",W,240,93,35,76,46.1,5,15,33.3,18,25,72,10,37,47,14,8,3,22,22
"NOV 28, 2014 - ORL @ IND",L,240,83,31,70,44.3,7,18,38.9,14,16,87.5,2,30,32,16,7,5,18,17
"NOV 26, 2014 - ORL vs. GSW",L,240,96,36,87,41.4,6,20,30,18,24,75,12,34,46,21,8,1,14,18
"NOV 24, 2014 - ORL @ CLE",L,240,74,29,80,36.3,5,17,29.4,11,15,73.3,13,27,40,14,5,3,17,17
"NOV 22, 2014 - ORL vs. MIA",L,240,92,35,78,44.9,3,16,18.8,19,27,70.4,18,26,44,18,10,2,14,20
"NOV 21, 2014 - ORL @ CHA",W,240,105,39,82,47.6,4,16,25,23,32,71.9,6,37,43,12,2,5,8,15
"NOV 19, 2014 - ORL vs. LAC",L,240,90,34,86,39.5,8,24,33.3,14,18,77.8,11,37,48,21,5,1,13,17
"NOV 17, 2014 - ORL @ DET",W,240,107,41,79,51.9,13,26,50,12,15,80,6,33,39,33,9,2,11,21
"NOV 15, 2014 - ORL @ WAS",L,240,93,37,78,47.4,7,17,41.2,12,18,66.7,9,31,40,14,5,2,15,21
"NOV 14, 2014 - ORL vs. MIL",W,240,101,35,80,43.8,10,24,41.7,21,27,77.8,10,35,45,22,7,3,15,15
"NOV 12, 2014 - ORL @ NYK",W,240,97,33,70,47.1,6,12,50,25,32,78.1,4,33,37,20,4,1,10,19
"NOV 11, 2014 - ORL @ TOR",L,240,100,39,81,48.1,12,25,48,10,16,62.5,6,33,39,26,8,5,16,24
"NOV 09, 2014 - ORL @ BKN",L,240,96,39,75,52,8,15,53.3,10,16,62.5,5,26,31,25,7,2,17,24
"NOV 07, 2014 - ORL vs. MIN",W,265,112,46,91,50.5,5,10,50,15,19,78.9,12,40,52,19,5,6,21,27
"NOV 05, 2014 - ORL @ PHI",W,240,91,39,88,44.3,3,20,15,10,12,83.3,14,37,51,14,11,3,24,20
"NOV 04, 2014 - ORL @ CHI",L,240,90,38,88,43.2,6,14,42.9,8,14,57.1,14,34,48,21,6,6,11,22
"NOV 01, 2014 - ORL vs. TOR",L,240,95,38,81,46.9,7,20,35,12,24,50,9,31,40,25,3,7,14,37
"OCT 30, 2014 - ORL vs. WAS",L,240,98,37,72,51.4,6,15,40,18,24,75,3,30,33,20,4,1,18,23
"OCT 28, 2014 - ORL @ NOP",L,240,84,32,84,38.1,4,11,36.4,16,21,76.2,16,40,56,17,5,9,18,25
"APR 15, 2015 - IND @ MEM",L,240,83,32,78,41,8,24,33.3,11,15,73.3,13,23,36,15,7,8,12,26
"APR 14, 2015 - IND vs. WAS",W,290,99,40,105,38.1,9,30,30,10,17,58.8,14,42,56,22,5,9,13,17
"APR 12, 2015 - IND vs. OKC",W,240,116,42,79,53.2,10,20,50,22,35,62.9,9,43,52,25,4,3,12,26
"APR 10, 2015 - IND @ DET",W,240,107,38,79,48.1,11,19,57.9,20,22,90.9,9,33,42,29,6,1,10,21
"APR 08, 2015 - IND @ NYK",W,240,102,38,77,49.4,4,22,18.2,22,27,81.5,11,43,54,23,7,4,17,24
"APR 05, 2015 - IND vs. MIA",W,240,112,37,85,43.5,14,30,46.7,24,36,66.7,20,35,55,23,6,7,11,22
"APR 03, 2015 - IND vs. CHA",W,240,93,36,83,43.4,8,16,50,13,18,72.2,15,40,55,20,13,4,20,20
"APR 01, 2015 - IND @ BOS",L,240,87,34,81,42,6,15,40,13,23,56.5,8,31,39,17,5,3,12,20
"MAR 31, 2015 - IND @ BKN",L,240,106,37,82,45.1,12,23,52.2,20,24,83.3,6,31,37,23,3,6,10,22
"MAR 29, 2015 - IND vs. DAL",W,240,104,38,76,50,10,17,58.8,18,26,69.2,4,39,43,23,6,6,15,25
"MAR 26, 2015 - IND @ MIL",L,240,107,30,71,42.3,14,30,46.7,33,43,76.7,12,29,41,18,7,4,19,28
"MAR 25, 2015 - IND @ WAS",W,240,103,38,85,44.7,9,26,34.6,18,28,64.3,9,34,43,21,7,2,10,23
"MAR 23, 2015 - IND vs. HOU",L,240,100,40,90,44.4,8,24,33.3,12,19,63.2,16,24,40,21,7,5,18,23
"MAR 21, 2015 - IND vs. BKN",L,240,111,45,90,50,8,23,34.8,13,18,72.2,11,28,39,22,3,2,9,23
"MAR 20, 2015 - IND @ CLE",L,240,92,36,84,42.9,8,20,40,12,13,92.3,9,33,42,23,5,6,8,20
"MAR 18, 2015 - IND @ CHI",L,240,86,32,81,39.5,6,19,31.6,16,21,76.2,5,33,38,16,3,8,9,23
"MAR 16, 2015 - IND vs. TOR",L,240,98,38,88,43.2,2,19,10.5,20,25,80,4,32,36,21,7,4,4,22
"MAR 14, 2015 - IND vs. BOS",L,240,89,34,85,40,9,24,37.5,12,15,80,9,33,42,16,4,3,14,23
"MAR 12, 2015 - IND vs. MIL",W,265,109,39,79,49.4,9,22,40.9,22,28,78.6,6,42,48,24,7,7,20,33
"MAR 10, 2015 - IND vs. ORL",W,240,118,45,85,52.9,17,34,50,11,12,91.7,11,38,49,37,6,5,13,15
"MAR 07, 2015 - IND @ NYK",W,240,92,30,79,38,7,18,38.9,25,30,83.3,12,33,45,16,5,3,11,25
"MAR 06, 2015 - IND vs. CHI",W,240,98,34,80,42.5,6,20,30,24,33,72.7,15,36,51,23,7,4,11,22
"MAR 04, 2015 - IND vs. NYK",W,240,105,38,80,47.5,10,22,45.5,19,24,79.2,8,32,40,21,8,8,11,21
"MAR 01, 2015 - IND vs. PHI",W,240,94,36,88,40.9,3,18,16.7,19,25,76,13,40,53,17,11,9,12,15
"FEB 27, 2015 - IND vs. CLE",W,240,93,34,80,42.5,6,17,35.3,19,29,65.5,8,40,48,23,8,7,8,17
"FEB 24, 2015 - IND @ OKC",L,240,92,38,88,43.2,9,26,34.6,7,11,63.6,9,39,48,26,5,3,13,17
"FEB 22, 2015 - IND vs. GSW",W,240,104,39,81,48.1,8,19,42.1,18,23,78.3,7,39,46,20,3,4,15,23
"FEB 20, 2015 - IND @ PHI",W,240,106,40,83,48.2,8,22,36.4,18,22,81.8,9,35,44,24,13,1,15,23
"FEB 11, 2015 - IND @ NOP",W,240,106,40,75,53.3,9,20,45,17,18,94.4,7,30,37,28,7,2,13,24
"FEB 09, 2015 - IND vs. SAS",L,240,93,36,88,40.9,8,21,38.1,13,13,100,11,39,50,24,4,6,12,15
"FEB 08, 2015 - IND @ CHA",W,240,103,37,84,44,7,19,36.8,22,25,88,8,32,40,19,4,2,12,25
"FEB 06, 2015 - IND vs. CLE",W,240,103,37,79,46.8,8,21,38.1,21,26,80.8,9,32,41,26,9,2,8,14
"FEB 04, 2015 - IND vs. DET",W,240,114,46,77,59.7,12,21,57.1,10,18,55.6,8,29,37,28,5,4,11,15
"JAN 31, 2015 - IND vs. SAC",L,240,94,33,80,41.3,5,25,20,23,25,92,9,31,40,22,8,5,14,22
"JAN 29, 2015 - IND vs. NYK",W,240,103,42,79,53.2,6,18,33.3,13,18,72.2,8,41,49,25,4,4,11,16
"JAN 27, 2015 - IND vs. TOR",L,240,91,34,82,41.5,7,18,38.9,16,23,69.6,11,32,43,22,4,3,14,22
"JAN 25, 2015 - IND @ ORL",W,240,106,43,83,51.8,8,20,40,12,18,66.7,9,38,47,27,8,5,14,23
"JAN 23, 2015 - IND @ MIA",L,240,87,32,78,41,3,15,20,20,23,87,8,29,37,14,9,3,18,22
"JAN 21, 2015 - IND @ ATL",L,240,91,31,78,39.7,5,25,20,24,26,92.3,10,32,42,22,7,2,18,21
"JAN 19, 2015 - IND @ HOU",L,240,98,39,85,45.9,6,27,22.2,14,18,77.8,11,32,43,21,12,0,19,21
"JAN 17, 2015 - IND @ CHA",L,265,71,30,84,35.7,2,21,9.5,9,13,69.2,7,49,56,18,5,10,19,23
"JAN 16, 2015 - IND vs. DET",L,240,96,40,89,44.9,6,18,33.3,10,12,83.3,12,32,44,22,8,4,12,20
"JAN 13, 2015 - IND vs. MIN",L,240,101,39,80,48.8,5,18,27.8,18,30,60,10,31,41,22,9,5,17,19
"JAN 10, 2015 - IND @ PHI",L,240,92,29,87,33.3,4,18,22.2,30,42,71.4,19,35,54,16,9,5,13,27
"JAN 09, 2015 - IND vs. BOS",W,265,107,34,92,37,9,23,39.1,30,34,88.2,16,40,56,21,5,9,16,18
"JAN 07, 2015 - IND @ GSW",L,240,102,37,81,45.7,6,26,23.1,22,23,95.7,5,36,41,24,4,2,17,19
"JAN 05, 2015 - IND @ UTA",W,240,105,35,74,47.3,7,13,53.8,28,30,93.3,8,27,35,20,8,3,10,24
"JAN 04, 2015 - IND @ LAL",L,240,87,33,90,36.7,8,28,28.6,13,18,72.2,16,34,50,21,5,2,14,21
"JAN 02, 2015 - IND @ MIL",W,240,94,35,81,43.2,8,20,40,16,20,80,10,35,45,24,7,3,15,12
"DEC 31, 2014 - IND vs. MIA",W,240,106,35,79,44.3,10,18,55.6,26,30,86.7,11,28,39,23,4,4,10,18
"DEC 29, 2014 - IND vs. CHI",L,240,90,36,83,43.4,5,13,38.5,13,21,61.9,7,37,44,18,5,8,13,25
"DEC 27, 2014 - IND @ BKN",W,240,110,44,86,51.2,9,18,50,13,18,72.2,7,38,45,33,11,5,10,25
"DEC 26, 2014 - IND @ DET",L,240,109,42,83,50.6,9,20,45,16,22,72.7,11,33,44,25,3,4,18,22
"DEC 23, 2014 - IND vs. NOP",W,240,96,39,78,50,5,15,33.3,13,18,72.2,3,35,38,24,9,12,9,19
"DEC 21, 2014 - IND @ MIN",W,240,100,42,84,50,6,19,31.6,10,14,71.4,8,28,36,25,9,6,13,17
"DEC 20, 2014 - IND @ DEN",L,240,73,27,88,30.7,7,23,30.4,12,17,70.6,11,39,50,17,5,2,14,24
"DEC 17, 2014 - IND @ LAC",L,240,100,40,90,44.4,4,19,21.1,16,23,69.6,14,29,43,27,6,4,12,30
"DEC 15, 2014 - IND vs. LAL",W,240,110,40,83,48.2,7,17,41.2,23,27,85.2,11,42,53,21,7,2,13,20
"DEC 13, 2014 - IND vs. POR",L,240,85,34,88,38.6,4,15,26.7,13,16,81.3,12,37,49,16,8,2,13,18
"DEC 12, 2014 - IND @ TOR",L,240,94,33,80,41.3,8,22,36.4,20,23,87,6,33,39,24,4,7,12,22
"DEC 10, 2014 - IND vs. LAC",L,240,96,35,89,39.3,9,27,33.3,17,22,77.3,12,31,43,27,6,1,11,18
"DEC 08, 2014 - IND vs. ATL",L,240,92,37,84,44,9,27,33.3,9,17,52.9,8,34,42,23,6,2,17,22
"DEC 05, 2014 - IND @ SAC",L,265,101,36,96,37.5,6,26,23.1,23,29,79.3,9,34,43,18,10,5,8,33
"DEC 04, 2014 - IND @ POR",L,240,82,36,91,39.6,5,18,27.8,5,8,62.5,11,40,51,19,5,5,17,19
"DEC 02, 2014 - IND @ PHX",L,240,99,41,85,48.2,4,13,30.8,13,17,76.5,8,33,41,20,8,3,19,24
"NOV 29, 2014 - IND @ CLE",L,240,97,35,89,39.3,7,22,31.8,20,26,76.9,15,33,48,26,2,1,7,23
"NOV 28, 2014 - IND vs. ORL",W,240,98,41,94,43.6,4,16,25,12,14,85.7,17,36,53,25,7,3,11,17
"NOV 26, 2014 - IND @ SAS",L,240,100,40,87,46,10,21,47.6,10,18,55.6,7,29,36,23,9,1,12,23
"NOV 24, 2014 - IND @ DAL",W,240,111,37,77,48.1,13,26,50,24,36,66.7,8,36,44,20,6,4,12,21
"NOV 22, 2014 - IND vs. PHX",L,240,83,31,84,36.9,7,23,30.4,14,20,70,15,32,47,18,9,5,14,20
"NOV 19, 2014 - IND vs. CHA",W,240,88,35,78,44.9,2,15,13.3,16,24,66.7,14,37,51,15,3,3,11,13
"NOV 15, 2014 - IND @ CHI",W,240,99,37,77,48.1,7,18,38.9,18,25,72,10,36,46,18,5,6,14,22
"NOV 14, 2014 - IND vs. DEN",L,240,87,34,84,40.5,8,22,36.4,11,22,50,11,31,42,17,2,7,13,19
"NOV 12, 2014 - IND @ MIA",W,240,81,30,80,37.5,8,26,30.8,13,15,86.7,16,37,53,13,5,5,15,17
"NOV 10, 2014 - IND vs. UTA",W,240,97,39,90,43.3,6,15,40,13,15,86.7,13,31,44,16,3,3,7,19
"NOV 08, 2014 - IND vs. WAS",L,240,90,33,77,42.9,8,24,33.3,16,25,64,8,30,38,11,5,3,18,24
"NOV 07, 2014 - IND @ BOS",L,240,98,40,88,45.5,5,19,26.3,13,13,100,14,28,42,18,2,6,13,17
"NOV 05, 2014 - IND @ WAS",L,265,94,35,90,38.9,8,27,29.6,16,20,80,14,43,57,22,3,9,18,27
"NOV 04, 2014 - IND vs. MIL",L,240,81,31,78,39.7,6,24,25,13,22,59.1,15,32,47,14,4,9,17,17
"NOV 01, 2014 - IND @ ATL",L,240,92,31,81,38.3,12,32,37.5,18,21,85.7,11,33,44,25,5,5,18,26
"OCT 31, 2014 - IND vs. MEM",L,240,89,34,74,45.9,8,21,38.1,13,16,81.3,11,35,46,19,5,3,18,15
"OCT 29, 2014 - IND vs. PHI",W,240,103,38,81,46.9,8,25,32,19,28,67.9,14,36,50,22,5,13,17,24
"APR 15, 2015 - PHI vs. MIA",L,240,101,38,83,45.8,5,29,17.2,20,25,80,13,32,45,26,7,5,16,21
"APR 13, 2015 - PHI vs. MIL",L,240,97,32,81,39.5,6,28,21.4,27,34,79.4,14,26,40,22,11,6,29,28
"APR 11, 2015 - PHI @ CHI",L,240,107,37,89,41.6,13,41,31.7,20,25,80,14,33,47,19,5,3,15,29
"APR 08, 2015 - PHI vs. WAS",L,240,90,31,89,34.8,9,27,33.3,19,27,70.4,17,19,36,17,11,1,8,22
"APR 05, 2015 - PHI @ NYK",L,240,91,38,99,38.4,10,32,31.3,5,8,62.5,19,17,36,22,8,5,10,23
"APR 04, 2015 - PHI @ CHA",L,240,91,28,76,36.8,11,26,42.3,24,33,72.7,11,29,40,13,4,14,15,24
"APR 01, 2015 - PHI @ WAS",L,240,93,36,91,39.6,10,34,29.4,11,17,64.7,11,23,34,18,10,3,11,20
"MAR 30, 2015 - PHI vs. LAL",L,265,111,39,96,40.6,10,30,33.3,23,38,60.5,20,31,51,27,11,1,15,24
"MAR 29, 2015 - PHI @ CLE",L,240,86,34,84,40.5,10,30,33.3,8,15,53.3,11,34,45,18,11,0,13,21
"MAR 27, 2015 - PHI vs. LAC",L,240,98,36,86,41.9,11,31,35.5,15,27,55.6,8,32,40,17,11,1,13,25
"MAR 25, 2015 - PHI @ DEN",W,240,99,35,84,41.7,14,34,41.2,15,22,68.2,13,36,49,17,14,12,16,22
"MAR 24, 2015 - PHI @ SAC",L,240,106,40,81,49.4,13,28,46.4,13,21,61.9,7,37,44,18,6,11,20,29
"MAR 22, 2015 - PHI @ LAL",L,240,87,32,89,36,9,27,33.3,14,21,66.7,13,26,39,22,4,6,8,21
"MAR 20, 2015 - PHI vs. NYK",W,240,97,37,88,42,11,30,36.7,12,15,80,15,34,49,23,11,7,11,20
"MAR 18, 2015 - PHI vs. DET",W,240,94,36,84,42.9,11,27,40.7,11,18,61.1,12,30,42,25,12,10,15,21
"MAR 16, 2015 - PHI @ BOS",L,240,89,34,84,40.5,8,24,33.3,13,24,54.2,9,31,40,20,7,4,16,20
"MAR 14, 2015 - PHI vs. BKN",L,240,87,35,94,37.2,8,37,21.6,9,14,64.3,12,36,48,21,7,8,16,25
"MAR 13, 2015 - PHI vs. SAC",W,240,114,45,95,47.4,9,32,28.1,15,23,65.2,14,32,46,30,11,9,15,29
"MAR 11, 2015 - PHI vs. CHI",L,265,95,36,104,34.6,11,41,26.8,12,25,48,17,38,55,16,12,5,10,15
"MAR 07, 2015 - PHI vs. ATL",W,240,92,35,95,36.8,13,37,35.1,9,17,52.9,17,38,55,24,14,3,16,12
"MAR 06, 2015 - PHI vs. UTA",L,240,83,32,88,36.4,10,32,31.3,9,18,50,13,30,43,22,13,4,13,29
"MAR 04, 2015 - PHI @ OKC",L,265,118,34,96,35.4,15,35,42.9,35,44,79.5,16,42,58,20,8,8,17,26
"MAR 02, 2015 - PHI vs. TOR",L,240,103,41,78,52.6,8,20,40,13,19,68.4,10,26,36,32,6,6,15,18
"MAR 01, 2015 - PHI @ IND",L,240,74,29,84,34.5,5,24,20.8,11,17,64.7,10,37,47,10,8,6,16,25
"FEB 27, 2015 - PHI vs. WAS",W,240,89,28,80,35,12,33,36.4,21,34,61.8,12,41,53,21,7,4,15,20
"FEB 25, 2015 - PHI @ MIL",L,240,88,31,75,41.3,11,25,44,15,19,78.9,12,26,38,21,13,3,28,22
"FEB 23, 2015 - PHI @ MIA",L,240,108,40,84,47.6,13,31,41.9,15,28,53.6,9,24,33,27,10,8,12,18
"FEB 22, 2015 - PHI @ ORL",L,240,98,36,78,46.2,13,34,38.2,13,17,76.5,11,30,41,21,8,5,21,26
"FEB 20, 2015 - PHI vs. IND",L,240,95,34,84,40.5,8,25,32,19,29,65.5,15,32,47,18,11,11,17,20
"FEB 09, 2015 - PHI vs. GSW",L,240,84,33,79,41.8,7,24,29.2,11,14,78.6,10,42,52,21,9,4,27,19
"FEB 07, 2015 - PHI vs. CHA",W,240,89,29,74,39.2,9,23,39.1,22,30,73.3,5,42,47,19,6,5,15,22
"FEB 06, 2015 - PHI @ BOS",L,240,96,35,79,44.3,11,25,44,15,31,48.4,11,33,44,22,6,3,17,19
"FEB 03, 2015 - PHI vs. DEN",W,240,105,31,70,44.3,11,27,40.7,32,42,76.2,7,42,49,26,10,9,20,22
"FEB 02, 2015 - PHI @ CLE",L,240,84,31,78,39.7,12,33,36.4,10,14,71.4,11,26,37,23,16,7,21,22
"JAN 31, 2015 - PHI @ ATL",L,240,85,31,81,38.3,14,35,40,9,15,60,10,34,44,21,7,4,14,26
"JAN 30, 2015 - PHI vs. MIN",W,240,103,37,74,50,8,23,34.8,21,25,84,7,27,34,27,13,9,14,16
"JAN 28, 2015 - PHI vs. DET",W,240,89,37,78,47.4,7,21,33.3,8,12,66.7,13,35,48,27,11,10,19,19
"JAN 26, 2015 - PHI @ NOP",L,240,74,28,81,34.6,2,15,13.3,16,21,76.2,13,25,38,15,7,9,12,19
"JAN 24, 2015 - PHI @ MEM",L,240,83,31,81,38.3,9,24,37.5,12,22,54.5,15,33,48,18,7,2,23,19
"JAN 23, 2015 - PHI vs. TOR",L,240,86,31,81,38.3,9,29,31,15,18,83.3,15,33,48,21,9,6,18,19
"JAN 21, 2015 - PHI vs. NYK",L,240,91,29,79,36.7,8,23,34.8,25,32,78.1,15,28,43,20,7,13,14,19
"JAN 19, 2015 - PHI @ WAS",L,240,76,28,85,32.9,6,24,25,14,23,60.9,10,20,30,19,11,4,16,17
"JAN 17, 2015 - PHI @ DET",L,240,89,38,82,46.3,7,28,25,6,7,85.7,10,32,42,24,10,5,22,16
"JAN 16, 2015 - PHI vs. NOP",W,240,96,36,80,45,7,22,31.8,17,27,63,9,30,39,22,12,10,8,20
"JAN 14, 2015 - PHI @ TOR",L,240,84,31,80,38.8,3,19,15.8,19,31,61.3,11,34,45,13,10,8,12,22
"JAN 13, 2015 - PHI vs. ATL",L,240,87,31,76,40.8,9,25,36,16,25,64,12,23,35,20,8,6,18,22
"JAN 10, 2015 - PHI vs. IND",W,240,93,32,80,40,11,24,45.8,18,25,72,12,32,44,21,4,12,16,31
"JAN 09, 2015 - PHI @ BKN",W,240,90,36,79,45.6,8,17,47.1,10,17,58.8,11,27,38,22,15,4,14,22
"JAN 07, 2015 - PHI vs. MIL",L,240,77,25,83,30.1,2,25,8,25,29,86.2,15,29,44,14,11,6,24,19
"JAN 05, 2015 - PHI vs. CLE",W,240,95,38,79,48.1,7,23,30.4,12,15,80,8,35,43,31,5,8,17,24
"JAN 03, 2015 - PHI @ LAC",L,240,91,32,79,40.5,9,25,36,18,26,69.2,15,30,45,17,7,1,21,19
"JAN 02, 2015 - PHI @ PHX",L,240,96,37,87,42.5,7,26,26.9,15,25,60,16,25,41,20,12,7,16,15
"DEC 30, 2014 - PHI @ GSW",L,240,86,33,86,38.4,6,20,30,14,23,60.9,18,30,48,16,11,2,27,16
"DEC 27, 2014 - PHI @ UTA",L,240,71,24,74,32.4,5,26,19.2,18,28,64.3,10,34,44,11,8,5,16,20
"DEC 26, 2014 - PHI @ POR",L,240,93,36,81,44.4,3,14,21.4,18,33,54.5,9,33,42,16,13,7,18,14
"DEC 23, 2014 - PHI @ MIA",W,240,91,33,77,42.9,5,19,26.3,20,27,74.1,14,28,42,11,13,11,16,20
"DEC 21, 2014 - PHI @ ORL",W,240,96,35,82,42.7,6,23,26.1,20,25,80,15,37,52,20,8,6,19,19
"DEC 19, 2014 - PHI vs. CHA",L,240,91,32,71,45.1,12,26,46.2,15,17,88.2,2,33,35,23,6,12,24,17
"DEC 15, 2014 - PHI vs. BOS",L,240,87,33,93,35.5,4,28,14.3,17,21,81,16,32,48,19,11,9,22,28
"DEC 13, 2014 - PHI vs. MEM",L,265,115,40,82,48.8,11,28,39.3,24,34,70.6,10,35,45,22,11,4,16,24
"DEC 12, 2014 - PHI @ BKN",L,240,70,22,69,31.9,11,28,39.3,15,20,75,10,27,37,18,10,4,23,20
"DEC 10, 2014 - PHI @ ATL",L,240,79,30,72,41.7,6,25,24,13,22,59.1,7,32,39,21,10,10,18,18
"DEC 06, 2014 - PHI @ DET",W,265,108,40,87,46,7,23,30.4,21,30,70,12,41,53,27,12,8,18,27
"DEC 05, 2014 - PHI vs. OKC",L,240,91,32,84,38.1,8,28,28.6,19,30,63.3,19,25,44,25,13,2,17,24
"DEC 03, 2014 - PHI @ MIN",W,240,85,32,82,39,5,24,20.8,16,25,64,13,36,49,15,12,7,18,17
"DEC 01, 2014 - PHI vs. SAS",L,240,103,38,89,42.7,12,29,41.4,15,25,60,8,34,42,22,9,3,10,29
"NOV 29, 2014 - PHI vs. DAL",L,240,103,36,85,42.4,6,21,28.6,25,31,80.6,22,33,55,26,10,4,24,26
"NOV 26, 2014 - PHI vs. BKN",L,240,91,34,85,40,9,24,37.5,14,17,82.4,13,29,42,23,11,5,20,24
"NOV 24, 2014 - PHI vs. POR",L,240,104,42,84,50,0,8,0,20,24,83.3,7,22,29,28,11,6,10,20
"NOV 22, 2014 - PHI @ NYK",L,240,83,30,75,40,8,26,30.8,15,25,60,10,26,36,13,8,1,18,21
"NOV 21, 2014 - PHI vs. PHX",L,240,96,36,78,46.2,4,23,17.4,20,33,60.6,10,29,39,18,10,1,17,23
"NOV 19, 2014 - PHI vs. BOS",L,240,90,34,86,39.5,7,21,33.3,15,21,71.4,9,35,44,22,10,2,15,20
"NOV 17, 2014 - PHI @ SAS",L,240,75,27,83,32.5,4,26,15.4,17,24,70.8,5,34,39,15,11,4,13,18
"NOV 14, 2014 - PHI @ HOU",L,240,87,34,80,42.5,7,21,33.3,12,18,66.7,14,32,46,19,10,5,23,28
"NOV 13, 2014 - PHI @ DAL",L,240,70,23,77,29.9,7,27,25.9,17,33,51.5,18,28,46,9,7,4,27,24
"NOV 09, 2014 - PHI @ TOR",L,240,88,33,87,37.9,10,34,29.4,12,18,66.7,11,20,31,19,11,6,17,23
"NOV 07, 2014 - PHI vs. CHI",L,240,115,43,91,47.3,12,30,40,17,25,68,17,25,42,29,7,2,12,29
"NOV 05, 2014 - PHI vs. ORL",L,240,89,33,77,42.9,8,25,32,15,23,65.2,6,32,38,22,12,12,20,18
"NOV 03, 2014 - PHI vs. HOU",L,240,93,33,74,44.6,11,22,50,16,23,69.6,6,25,31,19,12,4,17,20
"NOV 01, 2014 - PHI vs. MIA",L,240,96,35,67,52.2,7,23,30.4,19,26,73.1,4,33,37,28,9,10,24,21
"OCT 31, 2014 - PHI @ MIL",L,240,81,32,86,37.2,5,23,21.7,12,22,54.5,12,30,42,20,9,5,16,18
"OCT 29, 2014 - PHI @ IND",L,240,91,34,89,38.2,6,21,28.6,17,30,56.7,15,27,42,17,10,5,11,29
"APR 14, 2015 - PHX vs. LAC",L,240,101,39,80,48.8,11,26,42.3,12,20,60,11,28,39,25,8,3,15,16
"APR 12, 2015 - PHX @ SAS",L,240,91,35,85,41.2,4,16,25,17,23,73.9,13,28,41,17,6,3,10,23
"APR 10, 2015 - PHX @ NOP",L,240,75,30,85,35.3,7,25,28,8,10,80,10,33,43,18,9,4,10,18
"APR 08, 2015 - PHX @ DAL",L,240,104,40,82,48.8,8,25,32,16,19,84.2,8,29,37,22,6,5,12,25
"APR 07, 2015 - PHX @ ATL",L,240,69,26,83,31.3,4,20,20,13,18,72.2,9,28,37,16,5,6,15,9
"APR 04, 2015 - PHX vs. UTA",W,240,87,30,69,43.5,5,14,35.7,22,29,75.9,6,26,32,12,11,7,15,21
"APR 02, 2015 - PHX @ GSW",L,240,106,42,90,46.7,5,19,26.3,17,26,65.4,9,38,47,25,6,3,11,16
"MAR 30, 2015 - PHX @ POR",L,240,86,38,87,43.7,3,16,18.8,7,10,70,8,30,38,18,6,2,12,11
"MAR 29, 2015 - PHX vs. OKC",L,240,97,37,82,45.1,5,22,22.7,18,24,75,8,32,40,23,9,4,18,20
"MAR 27, 2015 - PHX vs. POR",L,240,81,32,87,36.8,6,20,30,11,12,91.7,11,37,48,14,5,1,13,19
"MAR 25, 2015 - PHX vs. SAC",L,240,99,38,87,43.7,6,25,24,17,26,65.4,14,32,46,16,10,6,18,19
"MAR 22, 2015 - PHX vs. DAL",W,240,98,39,76,51.3,6,21,28.6,14,23,60.9,9,40,49,22,10,7,19,23
"MAR 21, 2015 - PHX @ HOU",W,240,117,46,92,50,8,15,53.3,17,24,70.8,14,35,49,20,10,5,14,16
"MAR 19, 2015 - PHX vs. NOP",W,240,74,29,83,34.9,2,22,9.1,14,21,66.7,14,43,57,11,5,8,12,15
"MAR 15, 2015 - PHX vs. NYK",W,240,102,41,83,49.4,6,18,33.3,14,23,60.9,13,38,51,24,9,1,12,22
"MAR 13, 2015 - PHX vs. ATL",L,240,87,32,78,41,10,26,38.5,13,21,61.9,11,34,45,19,7,6,18,14
"MAR 11, 2015 - PHX vs. MIN",W,240,106,45,90,50,6,24,25,10,13,76.9,16,29,45,25,7,2,16,19
"MAR 09, 2015 - PHX vs. GSW",L,240,80,29,77,37.7,4,11,36.4,18,23,78.3,6,31,37,13,11,1,18,19
"MAR 07, 2015 - PHX @ CLE",L,240,79,30,84,35.7,9,25,36,10,14,71.4,13,30,43,20,6,4,10,20
"MAR 06, 2015 - PHX @ BKN",W,265,108,39,91,42.9,3,26,11.5,27,35,77.1,12,39,51,19,13,2,15,24
"MAR 04, 2015 - PHX @ ORL",W,240,105,37,79,46.8,8,21,38.1,23,27,85.2,9,25,34,22,10,3,19,15
